TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021,TYPEQU_TEXT
A507,44,10,CSZ,54,10387,200069250,10177,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A301,44,10,CSZ,54,10387,200069250,10186,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A301,44,10,CSZ,CSZ,10034,200069003,10187,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,44,10,10601,54,10387,200069250,10191,1,0,COIFFURE
A507,44,10,10601,54,10387,200069250,10191,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A301,44,10,CSZ,54,10064,200040137,10193,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B103,44,10,10102,54,10387,200069250,10209,1,0,GRANDE SURFACE DE BRICOLAGE
E101,44,10,CSZ,54,10387,241000223,10210,1,0,TAXI-VTC
A507,44,10,CSZ,54,10387,200069250,10211,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D232,44,10,CSZ,54,10387,200069250,10211,1,0,INFIRMIER
G104,44,10,CSZ,54,10387,200069250,10212,1,0,INFORMATION TOURISTIQUE
A501,44,10,CSZ,389,10033,200066892,10215,1,0,COIFFURE
A104,44,10,CSZ,CSZ,10006,200071777,10216,1,0,GENDARMERIE
D221,44,10,CSZ,CSZ,10006,200071777,10216,1,0,CHIRURGIEN DENTISTE
A301,44,10,CSZ,54,10034,200071041,10218,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B304,44,10,10301,264,10323,200000545,10220,1,0,MAGASIN DE CHAUSSURES
D201,44,10,10301,264,10323,200000545,10220,1,0,MÉDECIN GÉNÉRALISTE
A301,44,10,CSZ,54,10003,241000447,10222,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D701,44,10,CSZ,54,10003,241000447,10222,1,0,PROTECTION DE L’ENFANCE - HÉBERGEMENT
B203,44,10,CSZ,CSZ,10003,241000488,10223,1,0,BOULANGERIE
G102,44,10,10101,54,10323,241000488,10224,1,0,HÔTEL
A301,44,10,CSZ,413,10268,200006716,10225,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,44,10,CSZ,54,10387,200069250,10229,1,0,COIFFURE
A301,44,10,CSZ,54,10387,200069250,10230,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,44,10,CSZ,54,10323,200070126,10234,1,0,COIFFURE
A507,44,10,CSZ,54,10003,241000488,10237,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D602,44,10,CSZ,54,10387,200069250,10246,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
E101,44,10,CSZ,54,10387,200069250,10246,1,0,TAXI-VTC
A301,44,10,CSZ,54,10387,200069250,10255,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,44,10,CSZ,54,10387,200069250,10255,1,0,COIFFURE
A501,44,10,CSZ,413,10268,200006716,10259,1,0,COIFFURE
E101,44,10,CSZ,54,10387,200069250,10260,1,0,TAXI-VTC
A206,44,10,CSZ,CSZ,21154,200069003,10261,1,0,BUREAU DE POSTE
A301,44,10,CSZ,54,10003,241000447,10263,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B301,44,10,10202,413,10268,200006716,10268,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B311,44,10,10202,413,10268,200006716,10268,1,0,HORLOGERIE-BIJOUTERIE
D102,44,10,10202,413,10268,200006716,10268,1,0,ÉTABLISSEMENT SANTÉ MOYEN SÉJOUR
A301,44,10,CSZ,54,10006,200071777,10269,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B311,44,10,CSZ,54,10387,200069250,10282,1,0,HORLOGERIE-BIJOUTERIE
A206,44,10,CSZ,54,10387,241000223,10287,1,0,BUREAU DE POSTE
A302,44,10,CSZ,54,10387,241000223,10287,1,0,CONTRÔLE TECHNIQUE AUTOMOBILE
D709,44,10,CSZ,54,10387,241000223,10287,1,0,AUTRES ÉTABLISSEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ
E101,44,10,CSZ,54,10387,241000223,10287,1,0,TAXI-VTC
D502,44,10,CSZ,644,10034,200069003,10295,1,0,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE)
A506,44,10,10601,54,10387,200069250,10297,1,0,PRESSING-LAVERIE AUTOMATIQUE
B301,44,10,10601,54,10387,200069250,10297,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D233,44,10,10601,54,10387,200069250,10297,1,0,MASSEUR KINÉSITHÉRAPEUTE
G103,44,10,10601,54,10387,200069250,10297,1,0,CAMPING
E101,44,10,CSZ,413,10268,200006716,10298,1,0,TAXI-VTC
A506,44,10,CSZ,54,10006,200070126,10305,1,0,PRESSING-LAVERIE AUTOMATIQUE
A104,44,10,CSZ,54,10006,200071777,10314,1,0,GENDARMERIE
A501,44,10,CSZ,54,10006,200071777,10314,1,0,COIFFURE
B203,44,10,CSZ,54,10006,200071777,10314,1,0,BOULANGERIE
B301,44,10,CSZ,CSZ,10034,200069003,10317,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D232,44,10,CSZ,54,10387,200070126,10320,1,0,INFIRMIER
A206,44,10,10601,54,10387,200069250,10321,1,0,BUREAU DE POSTE
D221,44,10,10601,54,10387,200069250,10321,1,0,CHIRURGIEN DENTISTE
D235,44,10,10601,54,10387,200069250,10321,1,0,ORTHOPHONISTE
D203,44,10,10301,264,10323,200000545,10323,1,0,SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE
D207,44,10,10301,264,10323,200000545,10323,1,0,SPÉCIALISTE EN PSYCHIATRIE
D209,44,10,10301,264,10323,200000545,10323,1,0,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE
D214,44,10,10301,264,10323,200000545,10323,1,0,SPÉCIALISTE EN GYNÉCOLOGIE (MÉDICALE ET/OU OBSTÉTRIQUE)
A301,44,10,CSZ,54,10034,200069003,10331,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
E101,44,10,CSZ,54,10034,200069003,10331,1,0,TAXI-VTC
A301,44,10,CSZ,54,10387,200069250,10332,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D239,44,10,CSZ,54,10387,200069250,10332,1,0,ERGOTHÉRAPEUTE
B308,44,10,10601,54,10387,200069250,10333,1,0,MAGASIN DE REVÊTEMENTS MURS ET SOLS
D111,44,10,10601,54,10387,200069250,10333,1,0,DIALYSE
D303,44,10,10601,54,10387,200069250,10333,1,0,AMBULANCE
G102,44,10,CSZ,54,10387,200069250,10336,1,0,HÔTEL
F111,44,10,CSZ,54,10006,200071777,10338,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
F113,44,10,CSZ,54,10006,200071777,10338,1,0,TERRAINS DE GRANDS JEUX
D401,44,10,CSZ,264,10323,200000545,10341,1,0,PERSONNES ÂGÉES : HÉBERGEMENT
F106,44,10,CSZ,264,10323,200000545,10341,1,0,CENTRE ÉQUESTRE
D703,44,10,10601,54,10387,200069250,10343,1,0,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE
D709,44,10,10601,54,10387,200069250,10343,1,0,AUTRES ÉTABLISSEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ
E101,44,10,10601,54,10387,200069250,10343,1,0,TAXI-VTC
G104,44,10,10601,54,10387,200069250,10343,1,0,INFORMATION TOURISTIQUE
A301,44,10,CSZ,264,10268,241000488,10347,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
G102,44,10,CSZ,54,10003,241000447,10350,1,0,HÔTEL
D235,44,10,CSZ,54,10387,200070126,10353,1,0,ORTHOPHONISTE
B316,44,10,10601,54,10387,200069250,10357,1,0,STATION-SERVICE
D709,44,10,10601,54,10387,200069250,10357,1,0,AUTRES ÉTABLISSEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ
A301,44,10,CSZ,54,10034,200069003,10358,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
D221,44,10,CSZ,54,10034,200069003,10358,1,0,CHIRURGIEN DENTISTE
A503,44,10,CSZ,54,10387,200071041,10359,1,0,AGENCE DE TRAVAIL TEMPORAIRE
B206,44,10,10601,54,10387,200069250,10362,1,0,POISSONNERIE
D208,44,10,10601,54,10387,200069250,10362,1,0,SPÉCIALISTE EN OPHTALMOLOGIE
B203,44,10,CSZ,1,10268,200006716,10367,1,0,BOULANGERIE
A501,44,10,CSZ,54,10387,200070126,10368,1,0,COIFFURE
A507,44,10,CSZ,389,52331,200066892,10372,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D221,44,10,CSZ,389,52331,200066892,10372,1,0,CHIRURGIEN DENTISTE
A501,44,10,CSZ,54,10387,200069250,10375,1,0,COIFFURE
A507,44,10,CSZ,413,10268,200006716,10382,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
G103,44,10,CSZ,413,10268,200006716,10382,1,0,CAMPING
A507,44,10,CSZ,413,10268,241000488,10383,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A104,44,10,10601,54,10387,200069250,10387,1,0,GENDARMERIE
A301,44,10,CSZ,54,10034,200071041,10388,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A506,44,10,CSZ,CSZ,89418,200071041,10394,1,0,PRESSING-LAVERIE AUTOMATIQUE
A207,44,10,CSZ,54,89345,200071041,10395,1,0,RELAIS POSTE
A301,44,10,CSZ,54,89345,200071041,10395,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,44,10,CSZ,54,10387,200069250,10396,1,0,COIFFURE
A301,44,10,CSZ,54,10387,200069003,10399,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B315,44,10,10103,CSZ,10034,200066892,10401,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
E101,44,10,10103,CSZ,10034,200066892,10401,1,0,TAXI-VTC
A501,44,10,CSZ,54,10387,200069250,10402,1,0,COIFFURE
A207,44,10,CSZ,54,10387,200069250,10406,1,0,RELAIS POSTE
D201,44,10,CSZ,54,10387,200069250,10406,1,0,MÉDECIN GÉNÉRALISTE
D221,44,10,CSZ,54,10387,200069250,10406,1,0,CHIRURGIEN DENTISTE
D235,44,10,10601,54,10387,200069250,10412,1,0,ORTHOPHONISTE
A501,44,10,CSZ,54,10387,200069250,10416,1,0,COIFFURE
B103,44,10,10104,CSZ,10268,200006716,10420,1,0,GRANDE SURFACE DE BRICOLAGE
B313,44,10,10104,CSZ,10268,200006716,10420,1,0,MAGASIN D’OPTIQUE
F117,44,10,10104,CSZ,10268,200006716,10420,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
D201,44,10,CSZ,389,10033,241000405,10426,1,0,MÉDECIN GÉNÉRALISTE
B203,44,10,CSZ,CSZ,10034,200069003,10438,1,0,BOULANGERIE
A501,44,10,CSZ,54,89345,200071041,10441,1,0,COIFFURE
B203,76,11,CSZ,91,11397,200035715,11001,1,0,BOULANGERIE
D231,76,11,CSZ,91,11397,200035715,11001,1,0,SAGE-FEMME
D231,76,11,CSZ,327,11206,200071926,11003,1,0,SAGE-FEMME
A301,76,11,CSZ,327,11206,200071926,11004,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B203,76,11,CSZ,91,11069,200035715,11005,1,0,BOULANGERIE
E01G,76,11,CSZ,327,11206,200071926,11008,1,0,GARES
D233,76,11,CSZ,91,11049,200035715,11009,1,0,MASSEUR KINÉSITHÉRAPEUTE
D231,76,11,CSZ,91,11069,200035715,11011,1,0,SAGE-FEMME
E101,76,11,11101,72,34052,241100593,11012,1,0,TAXI-VTC
A507,76,11,CSZ,72,11106,241100593,11014,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D201,76,11,CSZ,72,11106,241100593,11014,1,0,MÉDECIN GÉNÉRALISTE
F102,76,11,CSZ,CSZ,11129,200071926,11015,1,0,BOULODROME
F106,76,11,CSZ,CSZ,11129,200071926,11015,1,0,CENTRE ÉQUESTRE
F111,76,11,CSZ,CSZ,11129,200071926,11015,1,0,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS
G103,76,11,CSZ,CSZ,11129,200071926,11015,1,0,CAMPING
D231,76,11,CSZ,91,11049,200035715,11018,1,0,SAGE-FEMME
B103,76,11,CSZ,CSZ,11315,200035715,11022,1,0,GRANDE SURFACE DE BRICOLAGE
D231,76,11,CSZ,CSZ,11315,200035715,11022,1,0,SAGE-FEMME
A206,76,11,CSZ,72,11262,241100593,11024,1,0,BUREAU DE POSTE
D231,76,11,CSZ,72,11262,241100593,11024,1,0,SAGE-FEMME
E101,76,11,CSZ,72,11262,241100593,11024,1,0,TAXI-VTC
A501,76,11,CSZ,CSZ,11304,200043776,11028,1,0,COIFFURE
A206,76,11,CSZ,CSZ,9185,200035707,11033,1,0,BUREAU DE POSTE
F117,76,11,CSZ,CSZ,9185,200035707,11033,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
A301,76,11,CSZ,91,11206,200071926,11034,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
G101,76,11,CSZ,CSZ,11304,200043776,11035,1,0,AGENCE DE VOYAGE
D231,76,11,11401,91,11069,200035715,11037,1,0,SAGE-FEMME
D303,76,11,11401,91,11069,200035715,11037,1,0,AMBULANCE
B301,76,11,CSZ,72,11203,241100593,11040,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D221,76,11,CSZ,72,11203,241100593,11040,1,0,CHIRURGIEN DENTISTE
D235,76,11,CSZ,72,11203,241100593,11041,1,0,ORTHOPHONISTE
D303,76,11,CSZ,72,11203,241100593,11041,1,0,AMBULANCE
E101,76,11,CSZ,72,11203,241100593,11041,1,0,TAXI-VTC
G102,76,11,CSZ,327,11129,200071926,11045,1,0,HÔTEL
E101,76,11,CSZ,72,11203,200035863,11048,1,0,TAXI-VTC
F106,76,11,CSZ,72,11203,200035863,11048,1,0,CENTRE ÉQUESTRE
D102,76,11,11109,91,11049,200035707,11049,1,0,ÉTABLISSEMENT SANTÉ MOYEN SÉJOUR
D231,76,11,11109,91,11049,200035707,11049,1,0,SAGE-FEMME
E101,76,11,CSZ,91,11069,200042463,11052,1,0,TAXI-VTC
D231,76,11,CSZ,339,31451,243100567,11054,1,0,SAGE-FEMME
G103,76,11,CSZ,339,31451,243100567,11054,1,0,CAMPING
B203,76,11,CSZ,CSZ,11129,200071926,11055,1,0,BOULANGERIE
G104,76,11,CSZ,91,11315,200035715,11056,1,0,INFORMATION TOURISTIQUE
A301,76,11,CSZ,CSZ,11304,200043776,11062,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
E01G,76,11,11114,CSZ,11129,200043776,11063,1,0,GARES
E101,76,11,11114,CSZ,11129,200043776,11063,1,0,TAXI-VTC
G103,76,11,11114,CSZ,11129,200043776,11063,1,0,CAMPING
D235,76,11,11102,72,11203,200035863,11067,1,0,ORTHOPHONISTE
D402,76,11,CSZ,91,11397,200035715,11068,1,0,PERSONNES ÂGÉES : SOINS À DOMICILE
D602,76,11,CSZ,91,11397,200035715,11068,1,0,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES
A104,76,11,11401,91,11069,200035715,11069,1,0,GENDARMERIE
A207,76,11,11401,91,11069,200035715,11069,1,0,RELAIS POSTE
D209,76,11,11401,91,11069,200035715,11069,1,0,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE
F201,76,11,11401,91,11069,200035715,11069,1,0,BAIGNADE AMENAGÉE
A301,76,11,CSZ,CSZ,11049,200035707,11070,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B301,76,11,CSZ,CSZ,11049,200035707,11070,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
B301,76,11,CSZ,CSZ,11379,200035863,11071,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
A507,76,11,CSZ,5,31451,200035855,11074,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
E101,76,11,CSZ,5,31451,200035855,11074,1,0,TAXI-VTC
D233,76,11,CSZ,91,11315,200035715,11081,1,0,MASSEUR KINÉSITHÉRAPEUTE
D232,76,11,CSZ,91,11069,200035715,11085,1,0,INFIRMIER
F113,76,11,CSZ,91,11069,200035715,11085,1,0,TERRAINS DE GRANDS JEUX
A206,76,11,CSZ,CSZ,11202,241100593,11086,1,0,BUREAU DE POSTE
A206,76,11,CSZ,91,11069,200035715,11088,1,0,BUREAU DE POSTE
A301,76,11,CSZ,91,11069,200035715,11088,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B304,76,11,CSZ,91,11206,200071926,11090,1,0,MAGASIN DE CHAUSSURES
A01G,76,11,CSZ,CSZ,9160,200043776,11091,1,0,DRFIP ET DDFIP
A501,76,11,CSZ,CSZ,9160,200043776,11091,1,0,COIFFURE
B301,76,11,CSZ,CSZ,9160,200043776,11091,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D221,76,11,CSZ,CSZ,9160,200043776,11091,1,0,CHIRURGIEN DENTISTE
E101,76,11,CSZ,CSZ,9160,200043776,11091,1,0,TAXI-VTC
A501,76,11,CSZ,91,11397,200035715,11095,1,0,COIFFURE
A506,76,11,11110,91,11069,200035715,11099,1,0,PRESSING-LAVERIE AUTOMATIQUE
D207,76,11,11110,91,11069,200035715,11099,1,0,SPÉCIALISTE EN PSYCHIATRIE
F113,76,11,CSZ,91,11069,200035715,11102,1,0,TERRAINS DE GRANDS JEUX
B305,76,11,11114,CSZ,11129,200071926,11103,1,0,MAGASIN D’ÉLECTROMÉNAGER ET DE MAT. AUDIO-VIDEO
D303,76,11,11114,CSZ,11129,200071926,11103,1,0,AMBULANCE
A104,76,11,11205,72,11106,241100593,11106,1,0,GENDARMERIE
B203,76,11,CSZ,72,11203,200035863,11111,1,0,BOULANGERIE
B301,76,11,CSZ,CSZ,66136,200070365,11113,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
G104,76,11,CSZ,CSZ,66136,200070365,11113,1,0,INFORMATION TOURISTIQUE
A301,76,11,CSZ,CSZ,11076,200035855,11114,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A507,76,11,CSZ,91,81163,200042463,11115,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
G102,76,11,CSZ,91,81163,200042463,11115,1,0,HÔTEL
B301,76,11,11112,72,11262,241100593,11116,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
D207,76,11,11112,72,11262,241100593,11116,1,0,SPÉCIALISTE EN PSYCHIATRIE
D235,76,11,11112,72,11262,241100593,11116,1,0,ORTHOPHONISTE
A301,76,11,CSZ,CSZ,11379,200070365,11124,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
F114,76,11,CSZ,CSZ,11379,200070365,11124,1,0,SALLES DE COMBAT
A205,76,11,11114,CSZ,11129,200043776,11129,1,0,SERVICES FUNÉRAIRES
E01G,76,11,11114,CSZ,11129,200043776,11129,1,0,GARES
G103,76,11,11114,CSZ,11129,200043776,11129,1,0,CAMPING
B311,76,11,11114,CSZ,11129,200043776,11131,1,0,HORLOGERIE-BIJOUTERIE
A507,76,11,CSZ,72,11203,200035863,11132,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,76,11,CSZ,72,11203,200035863,11132,1,0,BOULANGERIE
G102,76,11,CSZ,72,11203,200035863,11132,1,0,HÔTEL
D232,76,11,CSZ,91,11069,200035715,11133,1,0,INFIRMIER
D201,76,11,CSZ,CSZ,11049,200035707,11136,1,0,MÉDECIN GÉNÉRALISTE
G102,76,11,CSZ,CSZ,11049,200035707,11136,1,0,HÔTEL
A501,76,11,CSZ,268,11076,200035855,11138,1,0,COIFFURE
D221,76,11,CSZ,72,11203,200035863,11140,1,0,CHIRURGIEN DENTISTE
D233,76,11,CSZ,327,11049,200035707,11141,1,0,MASSEUR KINÉSITHÉRAPEUTE
D603,76,11,CSZ,327,11049,200035707,11141,1,0,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT
A301,76,11,CSZ,327,11129,200071926,11142,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A206,76,11,CSZ,CSZ,11202,200070365,11144,1,0,BUREAU DE POSTE
G104,76,11,11207,72,11106,241100593,11145,1,0,INFORMATION TOURISTIQUE
A507,76,11,CSZ,72,11203,200035863,11148,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
A501,76,11,CSZ,91,11069,200042463,11150,1,0,COIFFURE
G103,76,11,CSZ,91,11069,200042463,11150,1,0,CAMPING
B203,76,11,CSZ,91,11397,200035715,11151,1,0,BOULANGERIE
A301,76,11,CSZ,72,11379,200070365,11152,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A01G,76,11,CSZ,72,11203,241100593,11164,1,0,DRFIP ET DDFIP
A507,76,11,CSZ,CSZ,11304,200043776,11168,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D235,76,11,CSZ,91,11069,200071926,11169,1,0,ORTHOPHONISTE
B103,76,11,11201,72,11262,241100593,11170,1,0,GRANDE SURFACE DE BRICOLAGE
F117,76,11,11201,72,11262,241100593,11170,1,0,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE
A301,76,11,152,72,11203,200035863,11172,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A507,76,11,152,72,11203,200035863,11172,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B203,76,11,152,72,11203,200035863,11172,1,0,BOULANGERIE
G102,76,11,152,72,11203,200035863,11172,1,0,HÔTEL
A501,76,11,CSZ,268,11076,200035855,11175,1,0,COIFFURE
E101,76,11,CSZ,5,11076,200035855,11178,1,0,TAXI-VTC
G102,76,11,CSZ,5,11076,200035855,11178,1,0,HÔTEL
B310,76,11,CSZ,91,11069,200071926,11183,1,0,PARFUMERIE-COSMÉTIQUE
A01G,76,11,CSZ,CSZ,11203,200035863,11185,1,0,DRFIP ET DDFIP
D231,76,11,CSZ,CSZ,11203,200035863,11185,1,0,SAGE-FEMME
A501,76,11,CSZ,CSZ,11129,200035863,11187,1,0,COIFFURE
E101,76,11,CSZ,72,11379,241100593,11188,1,0,TAXI-VTC
G104,76,11,CSZ,72,11379,241100593,11188,1,0,INFORMATION TOURISTIQUE
E101,76,11,CSZ,72,11315,200035715,11190,1,0,TAXI-VTC
A507,76,11,CSZ,268,11076,200035855,11192,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
D233,76,11,CSZ,268,11076,200035855,11192,1,0,MASSEUR KINÉSITHÉRAPEUTE
A206,76,11,CSZ,91,11069,200042463,11194,1,0,BUREAU DE POSTE
F113,76,11,CSZ,91,11069,200042463,11194,1,0,TERRAINS DE GRANDS JEUX
A206,76,11,CSZ,91,11315,200035715,11198,1,0,BUREAU DE POSTE
A501,76,11,CSZ,91,11315,200035715,11198,1,0,COIFFURE
D221,76,11,CSZ,91,11069,200035715,11201,1,0,CHIRURGIEN DENTISTE
D235,76,11,CSZ,91,11069,200035715,11201,1,0,ORTHOPHONISTE
B315,76,11,457,CSZ,11202,241100593,11202,1,0,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE
D202,76,11,11301,72,11203,200035863,11203,1,0,SPÉCIALISTE EN CARDIOLOGIE
D214,76,11,11301,72,11203,200035863,11203,1,0,SPÉCIALISTE EN GYNÉCOLOGIE (MÉDICALE ET/OU OBSTÉTRIQUE)
D210,76,11,11302,327,11206,200071926,11206,1,0,SPÉCIALISTE EN PÉDIATRIE
D211,76,11,11302,327,11206,200071926,11206,1,0,SPÉCIALISTE EN PNEUMOLOGIE
A205,76,11,CSZ,CSZ,11129,200071926,11209,1,0,SERVICES FUNÉRAIRES
D201,76,11,CSZ,CSZ,11129,200071926,11209,1,0,MÉDECIN GÉNÉRALISTE
E101,76,11,CSZ,72,11203,200035863,11210,1,0,TAXI-VTC
A301,76,11,11302,327,11206,200071926,11211,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A501,76,11,CSZ,72,11203,241100593,11212,1,0,COIFFURE
A501,76,11,CSZ,327,11206,200071926,11214,1,0,COIFFURE
A507,76,11,CSZ,91,11069,200035715,11215,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
B301,76,11,CSZ,91,11069,200035715,11215,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
A301,76,11,CSZ,327,11206,200071926,11216,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
A205,76,11,CSZ,72,11262,241100593,11217,1,0,SERVICES FUNÉRAIRES
B203,76,11,CSZ,72,11262,241100593,11217,1,0,BOULANGERIE
B301,76,11,CSZ,72,11262,241100593,11217,1,0,"LIBRAIRIE, PAPETERIE, JOURNAUX"
G101,76,11,CSZ,72,11262,241100593,11217,1,0,AGENCE DE VOYAGE
A104,76,11,CSZ,91,11069,200042463,11222,1,0,GENDARMERIE
B203,76,11,CSZ,268,11076,200035855,11225,1,0,BOULANGERIE
A301,76,11,CSZ,72,11203,241100593,11233,1,0,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE
B310,76,11,CSZ,72,11203,241100593,11233,1,0,PARFUMERIE-COSMÉTIQUE
F113,76,11,CSZ,655,9185,200035707,11236,1,0,TERRAINS DE GRANDS JEUX
B304,76,11,11114,327,11129,200071926,11240,1,0,MAGASIN DE CHAUSSURES
E01G,76,11,11114,327,11129,200071926,11240,1,0,GARES
B203,76,11,CSZ,91,11397,200035715,11251,1,0,BOULANGERIE
A206,76,11,CSZ,91,11049,200035715,11253,1,0,BUREAU DE POSTE
A501,76,11,CSZ,91,11049,200035715,11253,1,0,COIFFURE
B203,76,11,CSZ,91,11049,200035715,11253,1,0,BOULANGERIE
G101,76,11,CSZ,91,11049,200035715,11253,1,0,AGENCE DE VOYAGE
G104,76,11,CSZ,91,11049,200035715,11253,1,0,INFORMATION TOURISTIQUE
A501,76,11,CSZ,91,11049,200035707,11254,1,0,COIFFURE
B102,76,11,CSZ,91,11049,200035707,11254,1,0,SUPERMARCHÉ
D303,76,11,CSZ,72,11262,241100593,11255,1,0,AMBULANCE
D502,76,11,CSZ,72,11262,241100593,11255,1,0,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE)
A207,76,11,CSZ,72,11203,200035863,11256,1,0,RELAIS POSTE
A501,76,11,CSZ,72,11203,200035863,11256,1,0,COIFFURE
A507,76,11,CSZ,72,11203,200035863,11256,1,0,INSTITUT DE BEAUTÉ-ONGLERIE
E101,76,11,CSZ,72,11203,200035863,11256,1,0,TAXI-VTC
E101,76,11,CSZ,72,11262,241100593,11258,1,0,TAXI-VTC
F103,76,11,CSZ,91,11069,200035715,11259,1,0,TENNIS
B203,76,11,CSZ,CSZ,11129,200035863,11260,1,0,BOULANGERIE
A302,76,11,11203,608,11266,241100593,11266,1,0,CONTRÔLE TECHNIQUE AUTOMOBILE
B304,76,11,11203,608,11266,241100593,11266,1,0,MAGASIN DE CHAUSSURES
D201,76,11,11203,608,11266,241100593,11266,1,0,MÉDECIN GÉNÉRALISTE
D203,76,11,11203,608,11266,241100593,11266,1,0,SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE
